date,site,species,replicate,top_F,bottom_F
7/27/2022,c,m,2,69.4,72.9
7/27/2022,c,m,2,69.4,69.4
7/27/2022,c,m,3,75,72.5
7/27/2022,c,m,3,71.4,71.8
7/27/2022,c,m,3,77,76.1
7/27/2022,c,m,4,72.9,72
7/27/2022,c,m,4,77,73.9
7/27/2022,c,m,4,79.9,74.3
7/27/2022,c,m,5,77.4,72.9
7/27/2022,c,m,5,73.9,73.4
7/27/2022,c,m,5,73.4,70.6
7/27/2022,c,d,1,70.3,70
7/27/2022,c,d,1,70.3,70.2
7/27/2022,c,d,1,71.1,70.9
7/27/2022,c,d,2,68.2,70.2
7/27/2022,c,d,2,68.2,68.7
7/27/2022,c,d,2,68.4,64.2
7/27/2022,c,d,3,68,68
7/27/2022,c,d,3,68.7,62.7
7/27/2022,c,d,3,68.5,70.5
7/27/2022,c,d,4,72.5,72.7
7/27/2022,c,d,4,73.6,71.6
7/27/2022,c,d,4,72,72.1
7/27/2022,c,d,5,73.8,73.6
7/27/2022,c,d,5,75,74.7
7/27/2022,c,d,5,76.1,74.8
7/27/2022,c,h,1,75.6,68.9
7/27/2022,c,h,1,75.7,75.2
7/27/2022,c,h,1,79,71.4
7/27/2022,c,h,2,69.4,70.7
7/27/2022,c,h,2,68,75.6
7/27/2022,c,h,2,72.7,71.8
7/27/2022,c,h,3,80.6,72
7/27/2022,c,h,3,74.2,71.4
7/27/2022,c,h,3,74.5,72
7/27/2022,c,h,4,74.5,72.7
7/27/2022,c,h,4,79.9,76.1
7/27/2022,c,h,4,78.8,70.7
7/27/2022,c,h,5,73.2,72
7/27/2022,c,h,5,72.9,72.7
7/27/2022,c,h,5,75.7,75
7/27/2022,p,m,1,81.1,79.2
7/27/2022,p,m,1,81.1,79
7/27/2022,p,m,1,83.8,78.8
7/27/2022,p,m,2,79,77.9
7/27/2022,p,m,2,80.1,79.7
7/27/2022,p,m,2,80.8,79.5
7/27/2022,p,m,3,86.6,75.7
7/27/2022,p,m,3,86.2,74.7
7/27/2022,p,m,3,77.9,78.3
7/27/2022,p,m,4,85.6,81.7
7/27/2022,p,m,4,86.2,78.8
7/27/2022,p,m,4,77.9,80.1
7/27/2022,p,m,5,80.6,82.8
7/27/2022,p,m,5,81.5,81.1
7/27/2022,p,m,5,84.2,75.6
7/27/2022,p,d,1,80.1,77.4
7/27/2022,p,d,1,76.1,75.7
7/27/2022,p,d,1,77.2,75.7
7/27/2022,p,d,2,74,78.1
7/27/2022,p,d,2,78.3,79
7/27/2022,p,d,2,84.9,77.5
7/27/2022,p,d,3,90.5,86
7/27/2022,p,d,3,87.8,83.4
7/27/2022,p,d,3,87.3,86.7
7/27/2022,p,d,4,78.3,74.8
7/27/2022,p,d,4,79.5,77.7
7/27/2022,p,d,4,81.1,80.6
7/27/2022,p,d,5,79.3,79.1
7/27/2022,p,d,5,79.7,80.1
7/27/2022,p,d,5,75.4,74.3
7/27/2022,p,h,1,80.1,81.5
7/27/2022,p,h,1,79.8,78.1
7/27/2022,p,h,1,81.5,77.4
7/27/2022,p,h,2,82.8,80.2
7/27/2022,p,h,2,80.8,80.2
7/27/2022,p,h,2,85.1,81
7/27/2022,p,h,3,89.2,79.5
7/27/2022,p,h,3,80.8,81.5
7/27/2022,p,h,3,78.1,77
7/27/2022,p,h,4,75.4,75.6
7/27/2022,p,h,4,81.9,77.2
7/27/2022,p,h,4,78.3,81.9
7/27/2022,p,h,5,84.2,85.1
7/27/2022,p,h,5,83.8,79.4
7/27/2022,p,h,5,88.2,82.4
