site,obs,time,elapsed,date,week,hhmmss,averaging,replicate,treatment,TIME,E,Emm,A,Ca,Ci,Pci,Pca,gsw,gbw,gtw,gtc,Rabs,TleafEB,TleafCnd,SVPleaf,RHcham,VPcham,SVPcham,VPDleaf,LatHFlux,SenHFlux,NetTherm,EBSum,Leak,LeakPct,CorrFact,CorrFactPct,Fan,Qin,Qabs,alpha,convert,S,K,Geometry,Custom,TIME,CO2_s,CO2_r,H2O_s,H2O_r,CO2_a,H2O_a,Flow,Pa,?Pcham,Tair,Tleaf,Tleaf2,Offset,Offset2,Fan_speed,Qamb_in,Qamb_out,Q,f_red,f_blue,Tled,Pc,time,hhmmss,co2_t,h2o_t,count,co2_adj,h2o_adj,co2_match,h2o_match,co2_at,h2o_at,co2_cv,h2o_cv,MatchValveR,MatchValveS,MatchCO2,MatchH2O,cf_co2_a,cf_co2_b,cf_co2_c,cf_co2_d,cf_h2o_a,cf_h2o_b,cf_h2o_c,cf_h2o_d,co2_fit_low,co2_fit_high,h2o_fit_low,h2o_fit_high,co2_elapsed,h2o_elapsed,DIAG,Flow_s,Flow_r,Txchg,Tirga,Tchopper,Ts,Tr,CO2_%,Desiccant_%,Humidifier_%,Txchg_sp,CO2_r_sp,H2O_r_sp,SS_s,SS_r,,,,,,,,
p,3,1654780220,454,20220609 09:10:19,3,9:10:19,10,2,m,1654780214,0.003050994,3.050993616,12.43851717,411.4150476,254.2876597,25.25659167,40.86294189,0.140853643,2.376842636,0.136375324,0.085625076,238.0497593,30.71521417,30.00176667,4.260882124,49.59412413,2.110092158,4.254722098,2.150789966,-134.5488185,-3.227305997,-0.301878551,99.97175623,0,0,1,0,25134.49356,1499.998571,1264.498723,0.842999952,0.158699991,3,0.5,0: Broadleaf,2,1654780214,411.4150476,419.625,21.24476667,19.45443333,406.9250476,20.77061429,500.3832381,99.22165238,0.101262829,29.97658095,30.00176667,999.9,0,0,5010.178095,562.0468095,1675.328095,1499.998571,0.899999952,0.09999999,29,30875.11905,1654780246,9:10:45,1654780246,1654779588,4,0.092,0.061,4.49,0.481,418,21,0.19,0.17,100,100,4.49,0.4736,4.4189583,0.000397065,-1.31E-06,5.62E-10,0.25398333,-0.015677492,0.001668635,-1.94E-05,2,2011,1,26,4.5,10.5,19,502.688,534.465,32.0549,29.546,30.008,29.5073,29.4628,21.1294,36.1567,90.9361,32.4609,420,19.5611,98.9067,99.0234,,,,,,,,
p,4,1654780460,694.5999999,20220609 09:14:20,3,9:14:20,10,2,d,1654780455,0.001107666,1.107665974,4.189175182,417.0825238,265.7443702,26.39726135,41.43017735,0.048758777,2.375153419,0.048209454,0.030179747,238.0519257,31.26740303,30.31274762,4.337586087,50.22629821,2.12958833,4.239986632,2.207997757,-48.84806947,-50.77702382,-4.758904639,133.6679277,0,0,1,0,25113.62359,1500.011905,1264.510028,0.842999995,0.158700024,3,0.5,0: Broadleaf,2,1654780455,417.0825238,419.8718571,21.43881905,20.78878571,412.6625238,20.95929524,500.244619,99.23389524,0.099390105,29.91620476,30.31274762,999.9,0,0,5005.18,562.9361905,132.9737619,1500.011905,0.899999619,0.100000362,28.02182857,30875.41905,1654780484,9:14:44,1654780484,1654779588,5,-0.07,0.061,4.42,0.481,420,21,0.33,0.17,100,100,4.42,0.4792,4.51051975,0.000397065,-1.31E-06,5.62E-10,0.25398333,-0.015677492,0.001668635,-1.94E-05,2,2011,1,26,3.6,14.5,19,506.981,528.022,34.5818,29.6209,29.9995,29.6048,29.5512,21.49,31.6988,87.1763,34.6073,420,20.6986,98.8944,99.0092,,,,,,,,
p,6,1654780778,1012.1,20220609 09:19:37,3,9:19:37,10,1,h,1654780772,0.002166,2.165999667,11.15745086,413.49865,215.9284028,21.45072319,41.07771356,0.097676756,2.472651251,0.095582715,0.059923599,238.0500268,30.96986358,30.19223,4.307718619,50.01423602,2.129470159,4.257728057,2.17824846,-95.5205853,-27.10835505,-2.439881608,112.9812048,0,0,1,0,25053.31458,1500,1264.49987,0.842999914,0.158700018,2.7,0.5,0: Broadleaf,2,1654780772,413.49865,420.0108,21.435785,20.290605,409.02565,20.95631,499.73265,99.24623,0.095602335,29.988875,30.19223,999.9,0,0,4995.281,561.6084,987.64665,1500,0.8999994,0.10000048,29,30875.155,1654780795,9:19:54,1654780795,1654779588,7,0.028,0.061,4.473,0.481,420,21,0.33,0.17,100,100,4.473,0.4789,4.465698401,0.000397065,-1.31E-06,5.62E-10,0.25398333,-0.015677492,0.001668635,-1.94E-05,2,2011,1,26,0.4,19.8,19,500.946,529.892,32.9999,29.6327,30.001,29.6351,29.6055,21.5815,35.2481,80.3833,32.9567,420,20.1952,98.8852,99.0242,,,,,,,,
p,7,1654781052,1286.6,20220609 09:24:12,3,9:24:12,10,3,m,1654781047,0.003070814,3.070813854,13.33380966,411.2187,248.2367547,24.65612451,40.84431204,0.144927427,2.369253177,0.140176368,0.088024119,238.0499156,30.56848039,29.885555,4.23252326,50.38630575,2.126281333,4.219958779,2.106241927,-135.4228909,-6.60434052,-0.618947297,95.40373686,0,0,1,0,25031.87312,1500,1264.499966,0.842999978,0.158699944,3,0.5,0: Broadleaf,2,1654781047,411.2187,419.9783,21.407305,19.60392,406.5977,20.928635,499.9059,99.23045,0.09458566,29.83385,29.885555,999.9,0,0,4990.0625,562.21275,1548.9055,1500,0.90000075,0.09999925,28,30875.18,1654781070,9:24:30,1654781070,1654779588,8,0.148,0.061,4.621,0.481,420,21,0.21,0.17,100,100,4.621,0.478,4.493777167,0.000397065,-1.31E-06,5.62E-10,0.25398333,-0.015677492,0.001668635,-1.94E-05,2,2011,1,26,4.3,24.4,19,499.33,528.095,35.0089,29.831,30.0001,29.8226,29.7731,21.6135,35.4953,73.6242,35.0651,420,19.5778,98.8309,98.9947,,,,,,,,
p,8,1654781331,1565.6,20220609 09:28:51,3,9:28:51,10,2,h,1654781326,0.00556497,5.564970241,20.57842298,406.2904762,264.2661621,26.25540702,40.36582564,0.266292015,2.37293545,0.250734315,0.158030947,238.0500279,30.06999459,30.01011429,4.262925534,49.61522299,2.128766597,4.290551303,2.134158938,-245.4151876,14.39391836,1.349638882,8.378397529,0,0,1,0,25062.48085,1500.000952,1264.500754,0.842999967,0.158699918,3,0.5,0: Broadleaf,2,1654781326,406.2904762,419.9859524,21.42648095,18.16099048,401.6644286,20.94727143,500.2984286,99.25213333,0.100000195,30.12262857,30.01011429,999.9,0,0,4998.511905,557.4048571,667.3514762,1500.000952,0.900001095,0.099998905,29,30875.21905,1654781070,9:24:30,1654781070,1654779588,8,0.148,0.061,4.621,0.481,420,21,0.21,0.17,100,100,4.626,0.478,4.641426274,0.000397065,-1.31E-06,5.62E-10,0.25398333,-0.015677492,0.001668635,-1.94E-05,2,2011,1,26,4.3,29.1,19,505.115,518.932,30.7391,29.9736,30,29.9255,29.8778,21.6082,40.048,65.2703,30.6941,420,18.1881,98.8096,98.9828,,,,,,,,
p,9,1654781686,1920.1,20220609 09:34:45,3,9:34:45,10,3,d,1654781680,0.001277994,1.277993588,3.890509619,417.33985,283.4000787,28.16232124,41.47232059,0.052366422,2.376472327,0.051733719,0.032389783,238.0507679,31.31663464,30.914695,4.489481918,49.61493483,2.1162319,4.265312263,2.373250018,-56.35951724,-114.6465967,-10.77646104,56.26819285,0,0,1,0,25123.31456,1500.005,1264.504368,0.843000102,0.158699983,3,0.5,0: Broadleaf,2,1654781680,417.33985,419.99275,21.29584,20.545775,412.76585,20.82025,500.2677,99.273035,0.09998339,30.01986,30.914695,999.9,0,0,5006.625,567.6191,170.0595,1500.005,0.90000065,0.09999949,29,30875.27,1654781705,9:35:04,1654781705,1654779588,9,-0.047,0.061,4.574,0.481,420,21,0.34,0.17,100,100,4.574,0.475,4.641426274,0.000397065,-1.31E-06,5.62E-10,0.25398333,-0.015677492,0.001668635,-1.94E-05,2,2011,1,26,10.3,35,19,499.578,521.631,32.1412,29.7713,29.9998,29.8243,29.7825,21.671,29.926,57.7492,32.1273,420,20.6375,98.8328,99.0025,,,,,,,,
p,10,1654781984,2218,20220609 09:39:43,3,9:39:43,10,3,h,1654781978,0.004821456,4.82145559,18.10122789,407.9587,267.0117,26.53418145,40.54073349,0.234431882,2.374600933,0.22229111,0.139970328,238.0500722,30.18269506,29.810715,4.214347435,49.93776912,2.127708612,4.260720192,2.086638822,-212.6261915,24.37362984,2.280153416,52.0776639,1,0,1,0,25096.59702,1500.0015,1264.501227,0.842999975,0.158699889,3,0.5,0: Broadleaf,2,1654781978,407.9587,419.9967,21.41099,18.58074,403.3799,20.93221,500.12085,99.276655,0.09794712,30.001105,29.810715,999.9,0,0,5001.5925,563.15845,1724.7985,1500.0015,0.90000155,0.099998475,29,30875.225,1654781705,9:35:04,1654781705,1654779588,9,-0.047,0.061,4.574,0.481,420,21,0.34,0.17,100,100,4.579,0.4779,4.594732985,0.000397065,-1.31E-06,5.62E-10,0.25398333,-0.015677492,0.001668635,-1.94E-05,2,2011,1,26,4.6,39.9,19,495.116,518.456,33.9768,29.7899,29.9996,29.7943,29.7427,21.6572,35.7932,51.6475,33.9527,420,18.6569,98.827,99.0169,,,,,,,,
p,11,1654782524,2758.5,20220609 09:48:44,3,9:48:44,10,4,m,1654782519,0.000602049,0.602049371,2.157110063,418.50815,271.9102298,27.02388261,41.59356243,0.025945747,2.371630771,0.025789082,0.016132173,238.0502475,31.52419371,30.40334,4.36015593,49.62254481,2.11558181,4.263348077,2.24457412,-26.55037724,-50.05693871,-4.702716562,156.740215,0,0,1,0,25050.7331,1500,1264.500099,0.843000066,0.158700165,3,0.5,0: Broadleaf,2,1654782519,418.50815,419.95255,21.286665,20.93338,414.06315,20.811345,500.36125,99.285165,0.10014548,30.01184,30.40334,999.9,0,0,4993.4695,564.2316,1666.2375,1500,0.8999978,0.1000022,29,30875.135,1654782541,9:49:01,1654782541,1654779588,11,0.016,0.061,4.445,0.481,420,21,0.17,0.17,100,100,4.445,0.4749,4.450270149,0.000397065,-1.31E-06,5.62E-10,0.25398333,-0.015677492,0.001668635,-1.94E-05,2,2011,1,26,3.9,48.9,19,504.207,519.706,33.6886,29.7899,29.9999,29.8533,29.8239,21.7346,22.7432,44.5358,33.7077,420,20.9517,98.8296,99.0326,,,,,,,,
p,12,1654782832,3066.5,20220609 09:53:52,3,9:53:52,10,4,h,1654782827,0.003182135,3.182134617,11.61455107,412.2530476,276.9365052,27.5296703,40.98120063,0.1549525,2.374205699,0.149545515,0.093936024,238.0468273,30.66810415,29.61765714,4.167774678,49.83146694,2.119395366,4.25312658,2.048379312,-140.3321366,45.10594829,4.215683519,147.0363225,0,0,1,0,25091.98936,1499.980476,1264.483606,0.843000043,0.15869995,3,0.5,0: Broadleaf,2,1654782827,412.2530476,420.0055714,21.32019524,19.45241905,407.6500476,20.8439381,500.2137143,99.30804762,0.099830305,29.97005238,29.61765714,999.9,0,0,4998.987619,561.9757143,769.1382381,1499.980476,0.900000905,0.099999176,29,30874.80952,1654782849,9:54:09,1654782849,1654779588,12,0.158,0.061,4.603,0.481,420,21,0.18,0.17,100,100,4.603,0.4769,4.465865959,0.000397065,-1.31E-06,5.62E-10,0.25398333,-0.015677492,0.001668635,-1.94E-05,2,2011,1,26,4.8,54.1,19,507.01,517.418,31.1113,30.2652,30.0046,30.1767,30.1299,21.7132,27.7998,41.8534,32.3398,420,19.4937,98.7376,98.9502,,,,,,,,
p,13,1654783129,3363.5,20220609 09:58:49,3,9:58:49,10,4,d,1654783124,0.001731324,1.731324299,7.26604189,415.2038095,245.1601349,24.3713416,41.27536428,0.074851867,2.375108554,0.073565629,0.046092241,238.0517623,31.12584845,30.46020952,4.374376407,49.63435297,2.111138919,4.253382572,2.263237488,-76.35140157,-62.62893497,-5.875676984,93.1957488,0,0,1,0,25105.36877,1500.011905,1264.50999,0.84299997,0.158699915,3,0.5,0: Broadleaf,2,1654783124,415.2038095,419.9920952,21.23670952,20.2205381,410.7028095,20.76278095,500.2768095,99.31074762,0.099140567,29.9711,30.46020952,999.9,0,0,5001.190476,563.3291905,419.0014286,1500.011905,0.900001143,0.099998862,28.02182857,30875.40952,1654783152,9:59:12,1654783152,1654779588,13,-0.102,0.061,4.501,0.481,420,21,0.56,0.17,100,100,4.501,0.4736,4.623871669,0.000397065,-1.31E-06,5.62E-10,0.25398333,-0.015677492,0.001668635,-1.94E-05,2,2011,1,26,4.7,59,19,506.218,519.492,34.7466,30.0945,29.9993,30.1245,30.0739,21.7327,21.9802,40.737,34.761,420,20.3494,98.7754,98.9866,,,,,,,,
p,14,1654783424,3658,20220609 10:03:43,3,10:03:43,10,5,m,1654783418,0.002423169,2.423168667,11.88188322,412.2923,226.3245571,22.49820701,40.98467102,0.111309736,2.373016251,0.108488396,0.068052777,238.0521701,30.84817181,29.99017,4.258044799,49.75288182,2.10882397,4.238596625,2.149220829,-106.8617382,-10.19250593,-0.954565617,120.0433603,0,0,1,0,25079.01387,1500.014,1264.511816,0.84300001,0.158699966,3,0.5,0: Broadleaf,2,1654783418,412.2923,420.02405,21.214075,19.79043,407.8183,20.740765,499.79385,99.30868,0.098151075,29.9105,29.99017,999.9,0,0,4995.875,567.661,859.7506,1500.014,0.90000055,0.09999948,28,30875.49,1654783442,10:04:01,1654783442,1654779588,14,-0.027,0.061,4.474,0.481,420,21,0.29,0.17,100,100,4.474,0.4731,4.521439543,0.000397065,-1.31E-06,5.62E-10,0.25398333,-0.015677492,0.001668635,-1.94E-05,2,2011,1,26,4.5,63.9,19,505.808,515.891,32.7017,29.7968,30.0081,29.8097,29.7853,21.7462,22.8489,40.3674,33.6227,420,19.9072,98.857,99.0614,,,,,,,,
p,15,1654783656,3890.1,20220609 10:07:35,3,10:07:35,10,5,d,1654783650,0.002214498,2.214498438,8.559500491,414.30775,265.5540379,26.39475774,41.18014087,0.102205912,2.380122734,0.09982882,0.06260198,238.0513844,30.95551642,29.978315,4.255145969,49.91253592,2.120990544,4.24941451,2.134155425,-97.65938112,-3.010320968,-0.281131076,137.1005512,0,0,1,0,25182.7454,1500.0085,1264.507186,0.843000013,0.158700024,3,0.5,0: Broadleaf,2,1654783650,414.30775,419.99175,21.338995,20.03915,409.80775,20.862225,500.1927,99.2946,0.100453235,29.954855,29.978315,999.9,0,0,5015,558.68075,545.0278,1500.0085,0.8999997,0.100000305,28.552075,30875.345,1654783678,10:07:57,1654783678,1654779588,15,0.026,0.061,4.5,0.481,420,21,0.21,0.17,100,100,4.5,0.4766,4.494800402,0.000397065,-1.31E-06,5.62E-10,0.25398333,-0.015677492,0.001668635,-1.94E-05,2,2011,1,26,3.6,67.8,19,500.21,522.075,34.0064,29.8929,29.9997,29.8762,29.8315,21.7409,22.3161,39.9958,34.0176,420,20.1298,98.8151,99.0383,,,,,,,,
p,16,1654783995,4229.1,20220609 10:13:14,3,10:13:14,10,5,h,1654783989,0.003337043,3.337042578,16.70755238,409.1222857,218.9647971,21.76009197,40.65739646,0.153995776,2.373731544,0.148653088,0.093372757,238.0499774,30.61995697,30.07969524,4.279991477,49.86696111,2.120967644,4.253252247,2.159023833,-147.1635777,-13.96546866,-1.308492019,75.61243906,0,0,1,0,25086.03919,1499.999048,1264.499249,0.843000034,0.158700086,3,0.5,0: Broadleaf,2,1654783989,409.1222857,419.9609524,21.34261429,19.38402857,404.6175714,20.86575714,500.2315714,99.27713333,0.099991495,29.97056667,30.07969524,999.9,0,0,4999.315714,564.2722857,373.9659524,1499.999048,0.899998857,0.100001143,28,30875.15238,1654783678,10:07:57,1654783678,1654779588,15,0.026,0.061,4.5,0.481,420,21,0.21,0.17,100,100,4.505,0.4769,4.521216859,0.000397065,-1.31E-06,5.62E-10,0.25398333,-0.015677492,0.001668635,-1.94E-05,2,2011,1,26,5.3,73.5,19,499.802,526.835,32.1919,29.3738,30.009,29.4229,29.3838,21.7383,24.164,43.8133,33.6734,420,19.4592,98.9236,99.1345,,,,,,,,
c,1,1654785077,0,20220609 10:31:16,3,10:31:16,10,1,h,1654785071,0.002783113,2.783112685,12.72620114,411.66555,231.4247156,22.96591408,40.852489,0.123916203,2.369953528,0.120426016,0.075571651,238.0499849,30.96593891,30.303,4.335163679,49.27261087,2.116287394,4.295058363,2.218876286,-122.7352694,-20.70815008,-1.947128776,92.65943667,0,0,1,0,25020.73222,1500,1264.500058,0.843000039,0.15869999,3,0.5,0: Broadleaf,2,1654785071,411.66555,419.98245,21.32557,19.69254,406.84055,20.84917,500.3756,99.13681,0.100274575,30.140925,30.303,999.9,0,0,4996.592,560.83495,1519.6491,1654785094,10:31:33,1654785094,1654779588,17,0.432,0.061,4.825,0.481,420,21,0.2,0.17,100,100,4.825,0.4762,4.412782222,0.000397065,-1.31E-06,5.62E-10,0.25398333,-0.015677492,0.001668635,-1.94E-05,2,2011,1,26,15.5,91.5,19,497.99,520.986,31.9643,30.2627,30.0009,30.2376,30.2075,21.5918,29.8612,43.8713,31.9663,420,19.7524,98.7518,98.8413,,,,,,,,,,,,,
c,2,1654785351,274,20220609 10:35:50,3,10:35:50,10,1,d,1654785345,0.001816536,1.816536327,6.400895645,415.6678571,273.2636417,27.12075109,41.25402275,0.080217299,2.371468044,0.078739794,0.049342852,238.0499849,30.97814801,30.26668095,4.326148308,49.97589009,2.110745229,4.223527036,2.215403078,-80.10925202,-53.45859136,-5.015188358,99.46695317,14,3,1,0,25067.1998,1500,1264.500058,0.843000039,0.15869999,3,0.5,0: Broadleaf,2,1654785345,415.6678571,419.9605238,21.26747619,20.2009619,410.7988571,20.79268095,500.1067143,99.14830952,0.099255657,29.84854762,30.26668095,999.9,0,0,4999.94,560.808381,1591.381429,1654785368,10:36:07,1654785368,1654779588,18,0.044,0.061,4.869,0.481,420,21,0.47,0.17,100,100,4.869,0.4743,4.845248218,0.000397065,-1.31E-06,5.62E-10,0.25398333,-0.015677492,0.001668635,-1.94E-05,2,2011,1,26,4.3,96.1,19,479.961,516.462,33.0012,30.5293,29.9997,30.5177,30.465,21.5856,27.2702,41.6264,33.0346,420,20.3481,98.6699,98.8331,,,,,,,,,,,,,
c,3,1654785826,749.4000001,20220609 10:43:46,3,10:43:46,10,1,m,1654785821,0.000662028,0.662028006,2.976326386,418.03555,234.8316461,23.31144661,41.49787121,0.028037724,2.370580966,0.027854793,0.017425582,238.0499849,31.50110876,30.56494,4.400670487,49.71198756,2.118813287,4.262177778,2.2818572,-29.19543504,-71.29860433,-6.706484121,130.8494614,0,0,1,0,25039.96382,1500,1264.500058,0.843000039,0.15869999,3,0.5,0: Broadleaf,2,1654785821,418.03555,419.98645,21.34421,20.95566,413.28055,20.867305,500.2426,99.16844,0.10032125,30.00706,30.56494,999.9,0,0,4996.625,554.3043,1897.4635,1654785846,10:44:06,1654785846,1654779588,19,-0.113,0.061,4.755,0.481,420,21,0.26,0.17,100,100,4.755,0.4767,4.889423051,0.000397065,-1.31E-06,5.62E-10,0.25398333,-0.015677492,0.001668635,-1.94E-05,2,2011,1,26,7.6,104,19,497.82,515.773,29.5706,30.978,30.0005,30.8688,30.8253,21.663,20.759,37.508,29.5761,420,20.972,98.6163,98.8111,,,,,,,,,,,,,
c,4,1654786066,988.9000001,20220609 10:47:45,3,10:47:45,10,2,h,1654786060,0.003659174,3.65917397,14.25844807,410.52615,257.9088548,25.5966036,40.74336702,0.167751681,2.37079618,0.161425436,0.101439408,238.0499849,30.61667217,30.16423,4.300805186,49.65687625,2.123909225,4.277170426,2.176895961,-161.3695721,-12.2727352,-1.152353945,63.25532368,17,3,1,0,25038.98062,1500,1264.500058,0.843000039,0.15869999,3,0.5,0: Broadleaf,2,1654786060,410.52615,419.9789,21.4003,19.252605,405.91815,20.92183,500.19205,99.14725,0.09945334,30.06821,30.16423,999.9,0,0,4998.251,558.733,703.05635,1654786084,10:48:03,1654786084,1654779588,20,-0.147,0.061,4.608,0.481,420,21,0.15,0.17,100,100,4.608,0.4776,4.776038728,0.000397065,-1.31E-06,5.62E-10,0.25398333,-0.015677492,0.001668635,-1.94E-05,2,2011,1,26,3.7,108,19,475.797,515.547,29.721,30.6118,29.9994,30.6653,30.6313,21.6622,27.0703,35.6249,29.745,420,19.2603,98.6789,98.8844,,,,,,,,,,,,,
c,5,1654786402,1325.4,20220609 10:53:22,3,10:53:22,10,2,d,1654786397,0.000948327,0.948326683,4.860220105,416.8312,206.957298,20.54369481,41.37690742,0.039619433,2.372621998,0.039255528,0.024567122,238.0499849,31.44504363,30.68024,4.429777344,49.42217663,2.110747769,4.270851494,2.319029575,-41.8212067,-81.58022377,-7.672709796,106.9758446,3,1,1,0,25067.81624,1500,1264.500058,0.843000039,0.15869999,3,0.5,0: Broadleaf,2,1654786397,416.8312,419.98325,21.263685,20.70701,412.2062,20.78903,500.19945,99.165555,0.09982489,30.04246,30.68024,999.9,0,0,5002.063,562.9583,312.16395,1654786425,10:53:45,1654786425,1654779588,21,0.017,0.061,4.625,0.481,420,21,0.45,0.17,100,100,4.625,0.475,4.628646881,0.000397065,-1.31E-06,5.62E-10,0.25398333,-0.015677492,0.001668635,-1.94E-05,2,2011,1,26,5.3,113.6,19,492.521,521.879,32.4664,30.4225,30,30.4472,30.4129,21.735,17.7523,36.1365,32.4114,420,20.7111,98.7162,98.9292,,,,,,,,,,,,,
c,6,1654786829,1752.4,20220609 11:00:29,3,11:00:29,10,2,m,1654786824,0.002044017,2.04401726,9.945606211,413.5528095,222.5169773,22.08968016,41.05416766,0.090343729,2.37905619,0.088480161,0.055464333,238.0499849,31.07910382,30.36431905,4.350421884,49.97076786,2.131976748,4.266447844,2.218445136,-90.14116115,-43.58569216,-4.081446887,100.2416847,18,4,1,0,25165.71156,1500,1264.500058,0.843000039,0.15869999,3,0.5,0: Broadleaf,2,1654786824,413.5528095,420.0247619,21.4761381,20.27654762,408.9028095,20.9955381,500.200619,99.17278571,0.099100995,30.02449524,30.36431905,999.9,0,0,5018.391429,564.3834762,271.2959524,1654786846,11:00:46,1654786846,1654779588,22,0.025,0.061,4.65,0.481,420,21,0.23,0.17,100,100,4.65,0.4796,4.646003353,0.000397065,-1.31E-06,5.62E-10,0.25398333,-0.015677492,0.001668635,-1.94E-05,2,2011,1,26,6.7,120.7,19,474.896,522.639,34.2889,30.2332,30.0002,30.2708,30.2339,21.7745,18.654,40.135,34.3005,420,20.2171,98.7384,98.9746,,,,,,,,,,,,,
c,7,1654787034,1957.4,20220609 11:03:54,3,11:03:54,10,3,d,1654787029,0.000909039,0.90903876,3.993259616,417.374619,236.1946535,23.44912113,41.43645019,0.038177436,2.374242766,0.037839645,0.023679878,238.0499849,31.45968077,30.67839524,4.429310327,49.69999603,2.122995766,4.2716216,2.306314561,-40.08860932,-80.99790185,-7.612790043,109.3506837,8,2,1,0,25091.40698,1500,1264.500058,0.843000039,0.15869999,3,0.5,0: Broadleaf,2,1654787029,417.374619,419.9964286,21.38418095,20.85078571,412.768619,20.90614762,500.3417619,99.17828571,0.100511567,30.0456,30.67839524,999.9,0,0,5005.624286,569.2794286,270.7441905,1654787053,11:04:13,1654787053,1654779588,23,-0.044,0.061,4.606,0.481,420,21,0.35,0.17,100,100,4.606,0.4777,4.670699659,0.000397065,-1.31E-06,5.62E-10,0.25398333,-0.015677492,0.001668635,-1.94E-05,2,2011,1,26,3.1,124.1,19,486.957,525.027,32.4477,29.9839,29.9993,30.052,30.0068,21.8027,17.3474,45.6989,32.4396,420,20.8345,98.8121,99.0312,,,,,,,,,,,,,
c,8,1654787574,2497.5,20220609 11:12:54,3,11:12:54,10,3,h,1654787569,0.003410056,3.410055512,12.83132289,411.4770476,264.3578361,26.22994579,40.82731502,0.156851217,2.372192173,0.151308936,0.095049722,238.0499849,30.53405134,30.10432381,4.286046315,50.07543644,2.12210076,4.237807817,2.163945555,-150.3834481,-25.20217299,-2.362393112,60.10197071,44,9,1,0,25074.2001,1500,1264.500058,0.843000039,0.15869999,3,0.5,0: Broadleaf,2,1654787569,411.4770476,420.0147619,21.3875381,19.3859619,406.8100476,20.90941429,500.1742381,99.12357619,0.097790486,29.9072619,30.10432381,999.9,0,0,5003.06619,559.7374762,751.7329048,1654787595,11:13:15,1654787595,1654779588,24,0.061,0.061,4.667,0.481,420,21,0.18,0.17,100,100,4.667,0.477,4.626393743,0.000397065,-1.31E-06,5.62E-10,0.25398333,-0.015677492,0.001668635,-1.94E-05,2,2011,1,26,8.7,133.1,19,442.77,522.868,31.4707,29.8318,29.9997,29.8051,29.7487,21.7747,29.0899,50.9362,31.5158,420,19.3714,98.8212,99.0432,,,,,,,,,,,,,
c,9,1654787813,2736.5,20220609 11:16:53,3,11:16:53,10,3,m,1654787808,0.003134191,3.134190704,13.59258223,411.0650476,241.981189,24.01056456,40.7878972,0.142247164,2.370150803,0.137668896,0.086442124,238.0499849,30.74248739,30.19851429,4.309271591,49.76205138,2.123527199,4.267362659,2.185744393,-138.21781,-21.75903536,-2.043573141,76.02956638,0,0,1,0,25033.47504,1500,1264.500058,0.843000039,0.15869999,3,0.5,0: Broadleaf,2,1654787808,411.0650476,419.9882381,21.40114762,19.56198571,406.5510476,20.92264762,500.3010476,99.1248,0.100121795,30.02822857,30.19851429,999.9,0,0,4997.709048,561.1932857,399.0884286,1654787831,11:17:10,1654787831,1654779588,25,-0.153,0.061,4.514,0.481,420,21,0.23,0.17,100,100,4.514,0.478,4.687584465,0.000397065,-1.31E-06,5.62E-10,0.25398333,-0.015677492,0.001668635,-1.94E-05,2,2011,1,26,3.6,137.1,19,502.022,519.362,30.9743,29.7779,30.0004,29.7411,29.6997,21.7654,27.625,49.8135,30.9581,420,19.5637,98.8412,99.0727,,,,,,,,,,,,,
c,10,1654788033,2956,20220609 11:20:32,3,11:20:32,10,4,d,1654788027,0.002431687,2.431686731,8.048430952,414.5755238,279.0638925,27.69071456,41.13714744,0.107243375,2.368878639,0.104617335,0.065616418,238.0499849,30.99506073,30.37832857,4.353914475,49.65768575,2.122786253,4.274839274,2.231128222,-107.2373848,-40.81825531,-3.839636677,86.15470809,0,0,1,0,25011.77478,1500,1264.500058,0.843000039,0.15869999,3,0.5,0: Broadleaf,2,1654788027,414.5755238,420.0055238,21.3932,19.96643333,409.8905238,20.91492857,500.3618095,99.12667619,0.100473224,30.05871429,30.37832857,999.9,0,0,4994.315238,562.6505714,230.7315238,1654788050,11:20:49,1654788050,1654779588,26,0.171,0.061,4.685,0.481,420,21,0.44,0.17,100,100,4.685,0.4775,4.534552987,0.000397065,-1.31E-06,5.62E-10,0.25398333,-0.015677492,0.001668635,-1.94E-05,2,2011,1,26,3.4,140.8,19,496.112,524.793,31.5151,29.9616,30.0007,29.8879,29.8417,21.7579,24.9918,49.436,31.4799,420,19.9339,98.7865,99.0264,,,,,,,,,,,,,
c,11,1654788262,3185,20220609 11:24:21,3,11:24:21,10,4,m,1654788256,0.003923491,3.923491217,14.93508523,410.116,263.4690656,26.14366471,40.69523369,0.183887683,2.372683151,0.176321161,0.110854604,238.0499849,30.43165746,30.01704762,4.264623391,50.03620885,2.127713833,4.252348212,2.136909558,-173.0259627,-6.418951424,-0.601490614,58.00358022,0,0,1,0,25076.4866,1500,1264.500058,0.843000039,0.15869999,3,0.5,0: Broadleaf,2,1654788256,410.116,420.033381,21.44254762,19.14104762,405.564,20.96289524,500.4599048,99.12759524,0.100997857,29.96686667,30.01704762,999.9,0,0,5004.137143,564.276381,465.1537619,1654788284,11:24:44,1654788284,1654779588,27,-0.133,0.061,4.552,0.481,420,21,0.31,0.17,100,100,4.552,0.4784,4.705867571,0.000397065,-1.31E-06,5.62E-10,0.25398333,-0.015677492,0.001668635,-1.94E-05,2,2011,1,26,3.5,144.6,19,502.169,518.771,32.1682,30.015,29.9995,29.9632,29.9091,21.7481,28.2289,48.7189,32.1439,420,19.1595,98.7963,99.04,,,,,,,,,,,,,
